,HG_mostNum,HG_std,HG_val,HG_entropy,GLCM_asm,GLCM_contrast,GLCM_entropt,GLCM_idm,label
0,91,43.2410888671875,0.5672641396522522,5.664849925786257,0.6067708333333334,0.041666666666666664,0.7038565793587156,0.9791666666666666,0
1,93,39.994205474853516,0.516262412071228,5.246231436729431,0.6436672967863895,0.043478260869565216,0.6625063069704288,0.9782608695652174,0
2,88,39.86160659790039,0.5130904316902161,5.0515928119421005,0.6481043898340686,0.043478260869565216,0.6570103706831314,0.9782608695652174,0
3,92,40.64344787597656,0.5253023505210876,5.1394671611487865,0.6436672967863895,0.043478260869565216,0.6625063069704288,0.9782608695652174,0
4,90,43.75076675415039,0.5940558314323425,5.53941684961319,0.5719961011342155,0.04528985507246377,0.7511674428281251,0.9773550724637681,0
5,93,39.19077682495117,0.48999106884002686,5.172385714948177,0.6481043898340686,0.043478260869565216,0.6570103706831314,0.9782608695652174,0
6,93,45.541194915771484,0.5964738726615906,5.7552299946546555,0.5889059546313801,0.043478260869565216,0.7282025798208133,0.9782608695652174,0
7,93,34.259498596191406,0.41160276532173157,5.09828906878829,0.7131445599663937,0.043478260869565216,0.57288017867644,0.9782608695652174,0
8,14,2.1948132514953613,0.15590238571166992,2.6285230293869972,1.0,0.0,0.0,1.0,0
9,14,2.1998257637023926,0.16145509481430054,2.615766640752554,1.0,0.0,0.0,1.0,0
10,17,2.4814279079437256,0.14896325767040253,2.8212267104536295,1.0,0.0,0.0,1.0,0
11,13,2.2704358100891113,0.1633896827697754,2.6543058566749096,1.0,0.0,0.0,1.0,0
12,15,2.522583484649658,0.16272909939289093,2.8236917052417994,1.0,0.0,0.0,1.0,0
13,17,2.5550875663757324,0.14584586024284363,2.8347030617296696,1.0,0.0,0.0,1.0,0
14,13,5.54048490524292,0.37190529704093933,3.3771197106689215,0.9927733144297417,0.0036231884057971015,0.02649179079777625,0.9981884057971013,0
15,16,30.445409774780273,1.164214015007019,4.524957932531834,0.7666112030035706,0.048913043478260865,0.5201591771964593,0.9755434782608697,0
16,13,29.688133239746094,1.2440247535705566,4.212026117369533,0.8021817895400126,0.04710144927536232,0.4587046913380518,0.9764492753623188,0
17,17,44.23729705810547,1.2590514421463013,4.8977135214954615,0.6503606779038016,0.05253623188405797,0.713530606378223,0.9737318840579711,0
18,14,46.637062072753906,1.4236550331115723,4.93658003769815,0.6480436751732828,0.05253623188405797,0.7165268880827034,0.9737318840579711,0
19,17,44.24668884277344,1.254175066947937,5.01439842581749,0.6389085801302248,0.05434782608695651,0.7280748189517721,0.9728260869565217,0
20,14,2.3683297634124756,0.17278757691383362,2.7244079783558846,1.0,0.0,0.0,1.0,0
21,16,2.513638734817505,0.15443797409534454,2.844920050352812,1.0,0.0,0.0,1.0,0
22,16,2.941939115524292,0.17135775089263916,3.055421592667699,1.0,0.0,0.0,1.0,0
23,16,2.2042782306671143,0.13883699476718903,2.6297247782349586,1.0,0.0,0.0,1.0,0
24,15,2.0055794715881348,0.13176843523979187,2.5113506838679314,1.0,0.0,0.0,1.0,0
25,12,2.222252130508423,0.1788482964038849,2.642774725332856,1.0,0.0,0.0,1.0,0
26,16,54.9722785949707,1.080609917640686,5.199335429817438,0.4723009871875657,0.043478260869565216,0.8573975109483218,0.9782608695652175,0
27,13,54.502227783203125,1.156673789024353,5.3421737384051085,0.48253222799831974,0.041666666666666664,0.8427180227534296,0.9791666666666666,0
28,14,55.02783966064453,1.12821364402771,5.289303321391344,0.4729114156689771,0.043478260869565216,0.8567526096812013,0.9782608695652175,0
29,15,2.1181910037994385,0.14009392261505127,2.5732761174440384,1.0,0.0,0.0,1.0,0
30,13,2.2347054481506348,0.16965734958648682,2.672651007771492,1.0,0.0,0.0,1.0,0
31,16,2.8305397033691406,0.18859350681304932,2.9905410278588533,1.0,0.0,0.0,1.0,0
32,14,2.2684147357940674,0.16263465583324432,2.6886309199035168,1.0,0.0,0.0,1.0,0
33,15,2.3611810207366943,0.15211276710033417,2.749550210312009,1.0,0.0,0.0,1.0,0
34,14,2.2619001865386963,0.16491828858852386,2.696073302999139,1.0,0.0,0.0,1.0,0
35,17,2.4550297260284424,0.1487114429473877,2.813480479642749,1.0,0.0,0.0,1.0,0
36,14,2.0364441871643066,0.14881905913352966,2.5252045392990112,1.0,0.0,0.0,1.0,0
37,13,2.975783348083496,0.22585995495319366,3.0251982770860195,1.0,0.0,0.0,1.0,0
38,14,9.013053894042969,0.5390985608100891,3.5111712478101254,1.0,0.0,0.0,1.0,0
39,12,8.38859748840332,0.62289959192276,3.3130981028079987,1.0,0.0,0.0,1.0,0
40,15,11.217916488647461,0.6788737177848816,3.7639635652303696,0.9963817344045369,0.0018115942028985507,0.014503240728733113,0.9990942028985507,0
41,12,7.967311382293701,0.5902470946311951,3.6026065796613693,1.0,0.0,0.0,1.0,0
42,15,12.241999626159668,0.7131983041763306,3.9457123540341854,0.9820071282293634,0.009057971014492754,0.057905023479641556,0.9954710144927535,0
43,13,2.414827585220337,0.17816583812236786,2.7855369560420513,1.0,0.0,0.0,1.0,0
44,16,2.385183572769165,0.16338039934635162,2.7508732844144106,1.0,0.0,0.0,1.0,0
45,14,2.313115358352661,0.16031216084957123,2.711788661777973,1.0,0.0,0.0,1.0,0
46,14,2.063627243041992,0.14600777626037598,2.5225821398198605,1.0,0.0,0.0,1.0,0
